,Kezelés,Helyrajzi és albetétszám,Cím,Lépcsőház,Emelet,Ajtó,Besorolási kategória,Negyed,2022szept_állapot,2023nov_állapot,Mőszaki állapot,Terület,Épületen belüli fekvés,Ü/Nü dátum,Tárgyhó KK,Mérőóra fajták,Aljogcím,Meddig,Aktuális hó bérleti / használati díj,Éves bérleti és / vagy használati díj
287,Önkormányzati bérház,35980/A/4,Diószegi S. u. 20,,Fsz.,IR,4,Orczy negyed,Üres,Üres,Rossz állapotú,37.0,UCH,5/6/2013,0.0,"áram, víz",,,0.0,0.0
288,Önkormányzati bérház,35981//0,Diószegi S. u. 22,,Fsz.,UCH,4,Orczy negyed,Üres,Üres,Rossz állapotú,39.0,UCH,7/26/2013,0.0,"áram, víz",,,0.0,0.0
289,Önkormányzati bérház,35982//0,Diószegi S. u. 24,A. ép.,Fsz.,UCH,4,Orczy negyed,Üres,Üres,Rossz állapotú,9.0,UCH,1/1/2000,0.0,,,,0.0,0.0
290,Önkormányzati bérház,35982//0,Diószegi S. u. 24,B. ép.,Fsz.,8.,4,Orczy negyed,Üres,Üres,Rossz állapotú,74.0,UDH (földszinti),1/1/2000,0.0,,,,0.0,0.0
291,Önkormányzati bérház,35982//0,Diószegi S. u. 24,C. ép.,Fsz.,11.,4,Orczy negyed,Üres,Üres,Rossz állapotú,27.0,UDH (földszinti),8/27/2012,0.0,,,,0.0,0.0
292,Önkormányzati bérház,35982//0,Diószegi S. u. 24,C. ép.,Fsz.,2.,4,Orczy negyed,Üres,Üres,Rossz állapotú,249.0,UDH (földszinti),1/1/2000,0.0,,,,0.0,0.0
293,Önkormányzati bérház,35982//0,Diószegi S. u. 24,C. ép.,Fsz.,12.,4,Orczy negyed,Üres,Üres,Rossz állapotú,25.84,UDH (földszinti),1/1/2000,0.0,,,,0.0,0.0
294,Önkormányzati bérház,35982//0,Diószegi S. u. 24,C. ép.,Fsz.,16,4,Orczy negyed,Üres,Üres,Rossz állapotú,9.84,UDH (földszinti),1/1/2000,0.0,,,,0.0,0.0
296,Önkormányzati bérház,35897//0,Diószegi S. u. 7,,Pi.,bal UCP,4,Orczy negyed,Üres,Üres,Rossz állapotú,36.0,UCP,1/1/2000,0.0,,,,0.0,0.0
297,Önkormányzati bérház,35897//0,Diószegi S. u. 7,,Pi.,jobb UCP,4,Orczy negyed,Üres,Üres,Rossz állapotú,38.0,UCP,12/15/2010,0.0,,,,0.0,0.0
298,Társasház,35895/A/27,Diószegi S. u. 9/b,,Pi.,RA/1,4,Orczy negyed,Üres,Üres,Rossz állapotú,218.0,UCP,3/12/2007,29341.0,víz,,,0.0,0.0
299,Társasház,35380/A/2,Dobozi u. 11,,Fsz.,ÜZ,4,Magdolna negyed,Üres,Üres,Rossz állapotú,20.0,UCH,1/17/2019,15246.0,áram,,,0.0,0.0
301,Társasház,35378/A/31,Dobozi u. 15,,Pi.,RA/1,4,Magdolna negyed,Üres,Üres,Rossz állapotú,163.0,UDP,1/1/2000,14735.0,víz,,,0.0,0.0
302,Társasház,35378/A/32,Dobozi u. 15,,Pi.,RA/2,4,Magdolna negyed,Üres,Üres,Rossz állapotú,72.0,UDP,3/20/1989,6509.0,,,,0.0,0.0
303,Önkormányzati bérház,35376//0,Dobozi u. 19,,Fsz.,MU/1,4,Magdolna negyed,Üres,Üres,Közepes állapotú,178.0,UCH,7/7/2016,0.0,,,,0.0,0.0
304,Önkormányzati bérház,35376//0,Dobozi u. 19,,Pi.,UDP,4,Magdolna negyed,Üres,Üres,Rossz állapotú,65.0,UDP,1/1/2000,0.0,,,,0.0,0.0
305,Önkormányzati bérház,35376//0,Dobozi u. 19,,Fsz.,UDH,4,Magdolna negyed,Üres,Üres,Közepes állapotú,18.0,UDH (földszinti),11/3/2011,0.0,,,,0.0,0.0
307,Társasház,35375/A/2,Dobozi u. 21,,Pi.,RA/2,4,Magdolna negyed,Üres,Üres,Rossz állapotú,83.0,UDP,1/1/2000,30075.0,,,,0.0,0.0
308,Társasház,35375/A/3,Dobozi u. 21,,Fsz.,ÜZ/1,4,Magdolna negyed,Üres,Üres,Rossz állapotú,220.0,UCH,7/31/2017,79575.0,"áram, gáz, víz",,,0.0,0.0
310,Társasház,35418/A/33,Dobozi u. 23,,Fsz.,RA,4,Magdolna negyed,Üres,Üres,Rossz állapotú,38.0,UCH,10/9/2017,20335.0,víz,,,0.0,0.0
312,Társasház,35417/A/1,Dobozi u. 25,,Pi.,1.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,197.0,UCP,1/1/2000,64025.0,,,,0.0,0.0
313,Társasház,35417/A/2,Dobozi u. 25,,Fsz.,1.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,46.0,UCH,10/9/2017,14950.0,"áram, gáz, víz",,,0.0,0.0
314,Társasház,35417/A/3,Dobozi u. 25,,Fsz.,1A,4,Magdolna negyed,Üres,Üres,Rossz állapotú,31.0,UCH,10/9/2017,10075.0,víz,,,0.0,0.0
315,Társasház,35416/A/1,Dobozi u. 27,,Pi.,1.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,319.0,UCP,1/1/2000,84630.0,víz,,,0.0,0.0
316,Társasház,35416/A/2,Dobozi u. 27,,Pi.,2.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,373.0,UCP,1/1/2000,98980.0,,,,0.0,0.0
318,Társasház,35416/A/4,Dobozi u. 27,,Fsz.,RA/1,4,Magdolna negyed,Üres,Üres,Rossz állapotú,31.0,UCH,10/9/2017,8260.0,,,,0.0,0.0
319,Társasház,35383/A/1,Dobozi u. 3,,Pi.,1.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,103.0,UCP,4/29/2009,41200.0,"áram, víz",,,0.0,0.0
320,Önkormányzati bérház,35412//0,Dobozi u. 35,,Pi.,,4,Magdolna negyed,Üres,Üres,Rossz állapotú,51.0,UDP,6/16/2009,0.0,"áram, víz",,,0.0,0.0
321,Társasház,35411/A/1,Dobozi u. 37,,Pi.,1.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,87.0,UCP,8/6/2014,36500.0,,,,0.0,0.0
322,Önkormányzati bérház,35410//0,Dobozi u. 39,,Pi.,UCP,4,Magdolna negyed,Üres,Üres,Rossz állapotú,85.0,UCP,3/28/2017,0.0,gáz,,,0.0,0.0
323,Önkormányzati bérház,35410//0,Dobozi u. 39,,Fsz.,UDH,4,Magdolna negyed,Üres,Üres,Rossz állapotú,255.0,UDH (földszinti),7/29/2010,0.0,"áram, gáz, víz",,,0.0,0.0
324,Társasház,35408/A/27,Dobozi u. 43,,as.,1.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,34.0,UCP,1/1/2007,8300.0,áram,,,0.0,0.0
325,Társasház,35408/A/29,Dobozi u. 43,,Pi.,MÜ/1,4,Magdolna negyed,Üres,Üres,Rossz állapotú,77.0,UCP,1/21/2004,11856.0,víz,,,0.0,0.0
326,Önkormányzati bérház,35407//0,Dobozi u. 45,,Fsz.,UCH,4,Magdolna negyed,Üres,Üres,Rossz állapotú,40.0,UCH,6/30/2011,0.0,áram,,,0.0,0.0
327,Önkormányzati bérház,35407//0,Dobozi u. 45,,I.,20.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,23.0,UDH (emeleti),11/22/2008,0.0,,,,0.0,0.0
332,Önkormányzati bérház,36057//0,Dugonics u. 14,,Fsz.,UCH,4,Orczy negyed,Üres,Üres,Rossz állapotú,14.0,UCH,12/28/2009,0.0,,,,0.0,0.0
333,Önkormányzati bérház,36057//0,Dugonics u. 14,,Pi.,UCP,4,Orczy negyed,Üres,Üres,Rossz állapotú,34.0,UCP,5/26/1998,0.0,,,,0.0,0.0
334,Társasház,36050/A/39,Dugonics u. 15,,Pi.,RA/1,4,Orczy negyed,Üres,Üres,Rossz állapotú,17.0,UCP,11/30/2011,3968.0,"áram, víz",,,0.0,0.0
335,Társasház,36050/A/40,Dugonics u. 15,,Pi.,RA/2,4,Orczy negyed,Üres,Üres,Közepes állapotú,16.0,UCP,6/7/2013,3844.0,víz,,,0.0,0.0
336,Társasház,36050/A/41,Dugonics u. 15,,Pi.,RA/3,4,Orczy negyed,Üres,Üres,Közepes állapotú,19.0,UCP,1/11/2011,4526.0,,,,0.0,0.0
337,Társasház,36050/A/42,Dugonics u. 15,,Pi.,RA/4,4,Orczy negyed,Üres,Üres,Közepes állapotú,19.0,UCP,3/18/2013,4402.0,"áram, víz",,,0.0,0.0
338,Társasház,36045/A/48,Dugonics u. 3,,Pi.,1.,4,Orczy negyed,Üres,Üres,Közepes állapotú,57.0,UCP,6/8/2009,8026.0,"áram, víz",,,0.0,0.0
339,Társasház,36045/A/49,Dugonics u. 3,,Pi.,MU/1,4,Orczy negyed,Üres,Üres,Közepes állapotú,15.0,UCP,1/24/2005,6864.0,,,,0.0,0.0
340,Társasház,36045/A/50,Dugonics u. 3,,Pi.,MU/2,4,Orczy negyed,Üres,Üres,Rossz állapotú,28.0,UCP,5/24/2011,3942.0,"áram, gáz, víz",,,0.0,0.0
343,Társasház,34990/A/4,Fecske u. 10,,Fsz.,ÜZ/2,3,Csarnok negyed,Kiadott,Üres,Közepes állapotú,26.0,UCH,10/27/2016,22860.0,"áram, gáz",,,0.0,95151.0
345,Társasház,34987/A/12,Fecske u. 15,,as.,RA/1,3,Csarnok negyed,Üres,Üres,Rossz állapotú,65.0,UDH (földszinti),10/28/2019,24518.0,,,,0.0,0.0
346,Társasház,34987/A/13,Fecske u. 15,,as.,RA/2,3,Csarnok negyed,Üres,Üres,Rossz állapotú,22.0,UCP,6/15/2012,8372.0,áram,,,0.0,0.0
347,Önkormányzati bérház,34994//0,Fecske u. 18,,Pi.,UCP,3,Csarnok negyed,Üres,Üres,Rossz állapotú,70.0,UCP,1/1/2000,0.0,gáz,,,0.0,0.0
348,Önkormányzati bérház,34994//0,Fecske u. 18,,Fsz.,5.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,26.0,UDH (földszinti),9/10/2019,0.0,"áram, gáz, víz",,,0.0,0.0
349,Társasház,35002/A/19,Fecske u. 34,,Pi.,19.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,42.0,UCP,8/24/2011,5208.0,,,,0.0,0.0
351,Társasház,34978/A/25,Fecske u. 37,,Pi.,RA/1,3,Csarnok negyed,Üres,Üres,Rossz állapotú,104.0,UCP,1/24/2013,16680.0,,,,0.0,0.0
352,Társasház,34974/A/1,Fecske u. 45,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,125.0,UCP,6/29/2010,151371.0,"áram, gáz, víz",,,0.0,0.0
353,Társasház,34788/A/27,Fecske u. 5,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,47.0,UCP,5/2/2005,9018.0,,,,0.0,0.0
354,Társasház,34788/A/28,Fecske u. 5,,Pi.,2.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,22.0,UCP,12/31/2013,6930.0,"áram, víz",,,0.0,0.0
355,Társasház,34781/A/16,Fecske u. 8,,Pi.,2.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,40.0,UCP,1/1/2000,5832.0,,,,0.0,0.0
359,Társasház,34594/A/1,Fiumei út 7,,as./Fsz.,ÜZ/1,3,Népszínház negyed,Üres,Üres,Közepes állapotú,566.0,UCH,9/2/2020,115940.0,"áram, gáz, víz",,,0.0,0.0
361,Társasház,34594/B/1,Fiumei út 7,,Fsz./I.,ÜZ/3,3,Népszínház negyed,Üres,Üres,Rossz állapotú,91.0,UDH (földszinti),9/2/2020,28644.0,áram,,,0.0,0.0
364,Önkormányzati bérház,35685//0,Futó u. 27,,Fsz.,10.,2,Corvin negyed,Üres,Üres,Közepes állapotú,29.0,UDH (földszinti),10/19/2020,0.0,"áram, víz",,,0.0,0.0
370,Társasház,36114/A/1,Fővészkert u. 4,,Pi.,MU,3,Losonci negyed,Üres,Üres,Közepes állapotú,100.0,UCP,8/6/2010,47600.0,"áram, víz",,,0.0,0.0
375,Társasház,35002/A/20,Fecske u. 34,,Pi.,20.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,36.0,UCP,6/16/2020,4340.0,"áram, víz",,,0.0,0.0
377,Társasház,36455/A/118,Gyulai Pál u. 12,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,101.88,UDP,1/1/2000,72270.0,víz,,,0.0,0.0
378,Társasház,36455/A/119,Gyulai Pál u. 12,,Pi.,OV/2,2,Palotanegyed,Üres,Üres,Rossz állapotú,78.1,UDP,1/1/2000,55440.0,,,,0.0,0.0
380,Társasház,36453/A/1,Gyulai Pál u. 8,,Pi.,RA/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,112.0,UDP,1/1/2000,92504.0,,,,0.0,0.0
381,Társasház,36453/A/2,Gyulai Pál u. 8,,Pi.,RA/2,2,Palotanegyed,Üres,Üres,Rossz állapotú,29.0,UDP,1/1/2000,23872.0,,,,0.0,0.0
382,Társasház,36453/A/3,Gyulai Pál u. 8,,Pi.,RA/3,2,Palotanegyed,Üres,Üres,Rossz állapotú,57.0,UDP,9/30/2020,35343.0,,,,0.0,0.0
383,Társasház,36453/A/4,Gyulai Pál u. 8,,Fsz.,MU/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,276.0,UDH (földszinti),2/5/2020,212800.0,,,,0.0,0.0
385,Társasház,36445/A/1,Gyulai Pál u. 9,,Pi.,UZ/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,41.0,UCP,1/1/2000,24180.0,"áram, víz",,,0.0,0.0
391,Társasház,35099/A/1,Homok u. 4-6,,Pi.,RA/1,3,Magdolna negyed,Üres,Üres,Rossz állapotú,81.0,UCP,1/1/2000,56340.0,áram,,,0.0,0.0
392,Társasház,35099/A/2,Homok u. 4-6,,Pi.,RA/2,3,Magdolna negyed,Üres,Üres,Rossz állapotú,81.0,UCP,5/28/2019,56340.0,,,,0.0,0.0
393,Társasház,35099/A/3,Homok u. 4-6,,Fsz.,ÜZ/1,3,Magdolna negyed,Üres,Üres,Rossz állapotú,82.0,UCH,5/29/2019,56610.0,"áram, gáz, víz",,,0.0,0.0
396,Társasház,35098/A/28,Homok u. 8-10,,Pi.,RA/2,3,Magdolna negyed,Üres,Üres,Közepes állapotú,63.0,UCP,6/21/2001,6480.0,,,,0.0,0.0
399,Önkormányzati bérház,36637//0,Horánszky u. 16,,as.,UDH 1,2,Palotanegyed,Üres,Üres,Közepes állapotú,50.0,UDH (földszinti),12/20/2011,0.0,"áram, gáz",Bérlő,határozatlan ideig,21769.0,261228.0
402,Társasház,36608/A/4,Horánszky u. 27,,Fsz.,UZ/4,2,Palotanegyed,Üres,Üres,Rossz állapotú,53.69,UCH,11/18/2020,10738.0,"áram, gáz, víz",,,0.0,0.0
403,Társasház,35194/A/2,Horváth M. tér 16,1. lp.,Fsz.,RA/2,2,Csarnok negyed,Üres,Üres,Jó állapotú,46.0,UCH,6/30/2021,18720.0,"áram, víz",,,0.0,0.0
404,Társasház,35194/A/3,Horváth M. tér 16,1. lp.,Fsz.,ÜZ/1,2,Csarnok negyed,Üres,Üres,Jó állapotú,17.0,UCH,6/30/2021,15052.0,áram,,,0.0,0.0
406,Társasház,35194/B/1,Horváth M. tér 16,2. lp.,Fsz.,IR/1,2,Csarnok negyed,Üres,Üres,Közepes állapotú,39.0,UDH (földszinti),1/1/2000,15860.0,áram,,,0.0,0.0
407,Társasház,35194/B/2,Horváth M. tér 16,2. lp.,Fsz.,IR/2,2,Csarnok negyed,Üres,Üres,Közepes állapotú,19.0,UDH (földszinti),1/1/2000,7670.0,,,,0.0,0.0
408,Társasház,35194/B/3,Horváth M. tér 16,2. lp.,Fsz.,IR/3,2,Csarnok negyed,Üres,Üres,Közepes állapotú,9.0,UDH (földszinti),1/1/2000,3640.0,,,,0.0,0.0
409,Társasház,35194/B/4,Horváth M. tér 16,2. lp.,Fsz.,IR/4,2,Csarnok negyed,Üres,Üres,Közepes állapotú,10.0,UDH (földszinti),1/1/2000,4030.0,áram,,,0.0,0.0
410,Társasház,35194/B/5,Horváth M. tér 16,2. lp.,Fsz.,RA/1,2,Csarnok negyed,Üres,Üres,Közepes állapotú,18.0,UDH (földszinti),1/1/2000,12320.0,,,,0.0,0.0
411,Társasház,35194/B/6,Horváth M. tér 16,2. lp.,Fsz.,IR/5,2,Csarnok negyed,Üres,Üres,Közepes állapotú,19.0,UDH (földszinti),1/1/2000,12980.0,,,,0.0,0.0
412,Társasház,35194/B/7,Horváth M. tér 16,2. lp.,Fsz.,IR/6,2,Csarnok negyed,Üres,Üres,Közepes állapotú,22.0,UDH (földszinti),1/1/2000,15180.0,,,,0.0,0.0
413,Társasház,35194/B/8,Horváth M. tér 16,2. lp.,Fsz.,IR/7,2,Csarnok negyed,Üres,Üres,Közepes állapotú,11.0,UDH (földszinti),1/1/2000,7480.0,,,,0.0,0.0
414,Társasház,35194/B/9,Horváth M. tér 16,2. lp.,I.,IR/8,2,Csarnok negyed,Üres,Üres,Közepes állapotú,34.0,UDH (emeleti),1/1/2000,23320.0,,,,0.0,0.0
415,Társasház,35194/B/10,Horváth M. tér 16,2. lp.,I.,IR/9,2,Csarnok negyed,Üres,Üres,Közepes állapotú,19.0,UDH (emeleti),1/1/2000,12980.0,,,,0.0,0.0
416,Társasház,35194/B/11,Horváth M. tér 16,2. lp.,I.,IR/10,2,Csarnok negyed,Üres,Üres,Közepes állapotú,9.0,UDH (emeleti),1/1/2000,6160.0,,,,0.0,0.0
417,Társasház,35194/B/12,Horváth M. tér 16,2. lp.,I.,IR/11,2,Csarnok negyed,Üres,Üres,Közepes állapotú,11.0,UDH (emeleti),1/1/2000,7480.0,,,,0.0,0.0
418,Társasház,35194/B/13,Horváth M. tér 16,2. lp.,I.,IR/12,2,Csarnok negyed,Üres,Üres,Közepes állapotú,39.0,UDH (emeleti),1/1/2000,26840.0,,,,0.0,0.0
419,Társasház,35194/B/14,Horváth M. tér 16,2. lp.,I.,IR/13,2,Csarnok negyed,Üres,Üres,Közepes állapotú,33.0,UDH (emeleti),1/1/2000,22660.0,,,,0.0,0.0
420,Társasház,35194/B/15,Horváth M. tér 16,2. lp.,II.,RA/2,2,Csarnok negyed,Üres,Üres,Közepes állapotú,47.0,UDH (emeleti),1/1/2000,32120.0,,,,0.0,0.0
421,Társasház,35194/B/16,Horváth M. tér 16,2. lp.,II.,RA/3,2,Csarnok negyed,Üres,Üres,Közepes állapotú,18.0,UDH (emeleti),1/1/2000,12320.0,,,,0.0,0.0
422,Társasház,35194/B/17,Horváth M. tér 16,2. lp.,II.,RA/4,2,Csarnok negyed,Üres,Üres,Közepes állapotú,26.0,UDH (emeleti),1/1/2000,17380.0,,,,0.0,0.0
423,Társasház,35194/B/18,Horváth M. tér 16,2. lp.,II.,RA/5,2,Csarnok negyed,Üres,Üres,Közepes állapotú,64.0,UDH (emeleti),1/1/2000,43340.0,,,,0.0,0.0
424,Társasház,35194/B/19,Horváth M. tér 16,2. lp.,II.,RA/6,2,Csarnok negyed,Üres,Üres,Közepes állapotú,8.0,UDH (emeleti),1/1/2000,5280.0,,,,0.0,0.0
425,Társasház,35194/B/20,Horváth M. tér 16,2. lp.,Pi.,OV,2,Csarnok negyed,Üres,Üres,Rossz állapotú,75.0,UDP,1/1/2000,51480.0,gáz,,,0.0,0.0
426,Társasház,35194/C/1,Horváth M. tér 16,3. lp.,Pi.,OV,2,Csarnok negyed,Üres,Üres,Közepes állapotú,91.0,UDP,1/1/2000,62480.0,gáz,,,0.0,0.0
427,Társasház,35550/A/19,Horváth M. tér 2,,Fsz.,UZ/1,2,Corvin negyed,Üres,Üres,Közepes állapotú,88.55,UCH,9/30/2020,18280.0,"áram, gáz, víz",,,0.0,0.0
429,Társasház,35550/A/24,Horváth M. tér 2,,Pi.,RA,2,Corvin negyed,Üres,Üres,Rossz állapotú,87.45,UCP,6/21/2011,11480.0,áram,,,0.0,0.0
430,Társasház,35547/A/17,Horváth M. tér 5,,Fsz.,IR,2,Corvin negyed,Üres,Üres,Rossz állapotú,98.35,UCH,2/26/2015,36024.0,"áram, gáz, víz",,,0.0,0.0
432,Társasház,38862/4/A/2,Hungária krt. 10/b,,Fsz.,UZ/2,3,Százados negyed,Kiadott,Üres,Közepes állapotú,23.0,UCH,1/15/2013,9204.0,"áram, gáz, víz",,,0.0,3151.0
437,Társasház,38868/A/43,Hungária krt. 18,,Fsz.,V.,3,Százados negyed,Üres,Üres,Jó állapotú,95.0,UCH,10/1/2020,28500.0,"áram, gáz, víz",,,0.0,0.0
438,Társasház,38867/4/A/2,Hungária krt. 20/a,,as.,2.,3,Százados negyed,Üres,Üres,Közepes állapotú,16.0,UCH,3/31/2017,2184.0,"áram, gáz, víz",,,0.0,0.0
439,Társasház,38867/5/A/10,Hungária krt. 20/b,,as.,1.,3,Százados negyed,Üres,Üres,Közepes állapotú,17.0,UCH,3/31/2017,2550.0,,,,0.0,0.0
441,Társasház,34770/A/17,II. János Pál pápa tér 10,,Te.,ÜZ/4,3,Népszínház negyed,Üres,Üres,n.a.,17.0,UDH (emeleti),12/31/2012,6678.0,,,,0.0,0.0
443,Társasház,34768/A/1,II. János Pál pápa tér 12,,Pi.,MÜ,3,Népszínház negyed,Üres,Üres,Közepes állapotú,65.0,UDP,9/16/2014,25331.0,,,,0.0,0.0
444,Társasház,34768/A/2,II. János Pál pápa tér 12,,Pi./Fsz.,ÜZ,3,Népszínház negyed,Üres,Üres,Közepes állapotú,147.0,UCH+UCP,9/1/2014,57305.0,"áram, víz",,,0.0,0.0
446,Társasház,36455/A/2,Gyulai Pál u. 12,,Fsz.,ÜZ/2,2,Palotanegyed,Kiadott,Üres,Közepes állapotú,37.44,UCH,3/5/2012,26730.0,"áram, gáz, víz",,,0.0,2674620.0
449,Társasház,34760/A/228,II. János Pál pápa tér 14-16,6. lp.,VII.,66.,3,Népszínház negyed,Üres,Üres,Közepes állapotú,14.0,UDH (emeleti),1/1/2000,6160.0,,,,0.0,0.0
450,Társasház,34757/A/44,II. János Pál pápa tér 17,,Pi.,MÜ/2,3,Népszínház negyed,Üres,Üres,Közepes állapotú,68.0,UCP,10/28/2011,55216.0,,,,0.0,0.0
453,Társasház,36455/A/3,Gyulai Pál u. 12,,Fsz.,ÜZ/3,2,Palotanegyed,Kiadott,Üres,Közepes állapotú,50.28,UCH,3/5/2012,35640.0,víz,,,0.0,0.0
454,Társasház,34696/A/2,II. János Pál pápa tér 2,,Pi.,2.,3,Népszínház negyed,Üres,Üres,Rossz állapotú,70.0,UCP,8/31/2006,26350.0,"áram, víz",,,0.0,0.0
458,Társasház,34616/A/68,II. János Pál pápa tér 22,,Pi.,2.,3,Népszínház negyed,Üres,Üres,Közepes állapotú,105.0,UCP,2/18/2013,47960.0,"áram, víz",,,0.0,0.0
459,Társasház,34616/A/69,II. János Pál pápa tér 22,,Pi.,3.,3,Népszínház negyed,Üres,Üres,Közepes állapotú,88.0,UCP,1/1/2000,40150.0,,,,0.0,0.0
460,Társasház,34617/A/1,II. János Pál pápa tér 23,,Pi.,1.,3,Népszínház negyed,Üres,Üres,Rossz állapotú,22.0,UDP,1/1/2000,5508.0,,,,0.0,0.0
461,Társasház,36098/A/1,Illés u. 16,,Fsz.,UZ/1,4,Orczy negyed,Üres,Üres,Rossz állapotú,38.0,UCH,11/9/2020,27208.0,"áram, víz",,,0.0,0.0
462,Önkormányzati bérház,36103//0,Illés u. 19,,Fsz.,12.,4,Losonci negyed,Üres,Üres,Rossz állapotú,45.0,UDH (földszinti),5/7/2008,0.0,,,,0.0,0.0
463,Önkormányzati bérház,36103//0,Illés u. 19,,Fsz.,11.,4,Losonci negyed,Üres,Üres,Rossz állapotú,27.0,UDH (földszinti),5/7/2008,0.0,,,,0.0,0.0
464,Önkormányzati bérház,36103//0,Illés u. 19,,Fsz.,15.,4,Losonci negyed,Üres,Üres,Rossz állapotú,18.0,UDH (földszinti),7/5/2012,0.0,,,,0.0,0.0
465,Önkormányzati bérház,36096//0,Illés u. 20,,II.,24.,4,Orczy negyed,Üres,Üres,Rossz állapotú,10.0,UDH (emeleti),2/24/2009,0.0,,,,0.0,0.0
466,Társasház,36083/4/A/3,Illés u. 22,,as.,RA,4,Orczy negyed,Üres,Üres,Rossz állapotú,41.0,-,4/15/2010,16195.0,"áram, víz",,,0.0,0.0
468,Társasház,36083/3/A/2,Illés u. 24,,Fsz.,UZ/2,4,Orczy negyed,Üres,Üres,Rossz állapotú,11.34,UCH,1/21/2022,2380.0,"áram, víz",,,0.0,0.0
469,Társasház,36083/3/A/4,Illés u. 24,,as.,1.,4,Orczy negyed,Üres,Üres,Rossz állapotú,49.34,UCP,9/29/2011,10336.0,víz,,,0.0,0.0
470,Társasház,36083/3/A/5,Illés u. 24,,as.,2.,4,Orczy negyed,Üres,Üres,Rossz állapotú,55.41,UCP,1/1/2000,11628.0,víz,,,0.0,0.0
471,Társasház,36090/A/41,Illés u. 36,,Fsz.,ÜZ/1,4,Orczy negyed,Üres,Üres,Rossz állapotú,23.0,UCH,4/24/2014,11477.0,áram,,,0.0,0.0
472,Társasház,36090/A/43,Illés u. 36,,Fsz.,MÜ,4,Orczy negyed,Üres,Üres,Rossz állapotú,16.0,UCH,7/12/2017,5760.0,"áram, víz",,,0.0,0.0
474,Társasház,36090/A/45,Illés u. 36,,Pi.,OV,4,Orczy negyed,Üres,Üres,Rossz állapotú,140.0,UDP,1/1/2000,20160.0,víz,,,0.0,0.0
480,Társasház,34852/A/1,József krt. 18,,Pi.,UDP,2,Csarnok negyed,Üres,Üres,Rossz állapotú,25.0,UDP,1/1/2000,14883.0,,,,0.0,0.0
484,Társasház,34860/A/3,József krt. 20,,Pi.,OV/1,2,Csarnok negyed,Üres,Üres,Rossz állapotú,67.9,UDP,10/1/2005,23629.0,,,,0.0,0.0
486,Társasház,34862/A/8,József krt. 26,,Pi.,OV/1,2,Csarnok negyed,Üres,Üres,Rossz állapotú,58.0,UDP,1/1/2000,12992.0,víz,,,0.0,0.0
489,Társasház,34865/A/1,József krt. 30-32,,Pi.,OV,2,Csarnok negyed,Üres,Üres,Rossz állapotú,46.0,UDP,1/1/2000,15410.0,,,,0.0,0.0
490,Társasház,34865/A/2,József krt. 30-32,,Pi.,EGYÉB,2,Csarnok negyed,Üres,Üres,Rossz állapotú,10.0,UDP,1/1/2000,3350.0,,,,0.0,0.0
494,Társasház,34880/A/1,József krt. 34,,Pi.,RA/1,2,Csarnok negyed,Üres,Üres,Rossz állapotú,5.0,UDP,1/1/2000,1235.0,víz,,,0.0,0.0
495,Társasház,34880/A/2,József krt. 34,,Pi.,RA/2,2,Csarnok negyed,Üres,Üres,Rossz állapotú,6.0,UDP,1/1/2000,1430.0,,,,0.0,0.0
496,Társasház,34880/A/3,József krt. 34,,Pi.,RA/3,2,Csarnok negyed,Üres,Üres,Rossz állapotú,88.0,UDP,9/23/2008,14850.0,,,,0.0,0.0
497,Társasház,34880/A/4,József krt. 34,,Pi.,RA/4,2,Csarnok negyed,Üres,Üres,Rossz állapotú,12.0,UDP,1/1/2000,2925.0,,,,0.0,0.0
500,Társasház,36692/A/5,József krt. 37-39,,Fsz.,UZ/5,2,Palotanegyed,Üres,Üres,Rossz állapotú,23.41,UCH,10/29/2015,4704.0,áram,,,0.0,0.0
502,Társasház,36692/A/7,József krt. 37-39,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,183.0,UDP,1/1/2000,37072.0,víz,,,0.0,0.0
504,Társasház,36693/A/8,József krt. 41,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,52.0,UDP,1/1/2000,13926.0,víz,,,0.0,0.0
